a	s	folder	dir	p	co_wes	note
A03947	T9476691R-RT	R20032916LU01	Project_s440e26597_14Samples_20200809_1596972738	P23KYA03947CC2		
A10587	T5874772R-RT	R20000450LU01	Project_s440e26416_3Samples_20200110	P231058701		
A10995	T9955532R-RT	R20023442-T9955532R-RT	Project_s440g01023_36Samples_20200620	P23KYA1099503		
A09263	T2632271R-RT	R19039088LU01	Project_s440e26285_1Samples_20190909	P230926301		
A10207	T2073312R-RT	R19056432LU01	Project_s440e26392_15Samples_20191220	P231020701		
A11092	T0922351R-RT	R20012258LU01	Project_s440e26490_9Samples_20200420	P231109201		
A03765	T7659681R-RT	R20036464LU01	Project_s440e26608_8Samples_20200818_1597741963	P23KYA03765PDL		
A06170	T1709302RA-RT	R20012915LU02	Project_s440e26495_2Samples_20200428	P23KYA06170CC		
NA12878	NA12878	R20013838-NA12878	Project_s440g01019_26Samples_20200427	P23KYCTRLWX		
A08884	T8846052R-RT	R19035290LU01	Project_s440e26250_6Samples_20190812	P230888401		
A08918	T9182192R-RT	R19035658LU01	Project_s440e26253_6Samples_20190815	P230891801		
A05305	T3057551-RT	R20013838-T3057551-RT	Project_s440g01019_26Samples_20200427	P23KYA05305WX		
A07418	T4183941RA-RT	R20014353LU01	Project_s440e26505_46Samples_20200505	P23KYA07418CC		
A04878	T8783911-RT	R20015332LU01	Project_s440e26511_12Samples_20200517	P23KYA04878CC		
A06642	T6424042R-TR	R19003075LU01	Project_s440e26013_2Samples_20190128	P230664201		
A10242	T2423972R-RT	R19054064LU01	Project_s440e26379_4Samples_20191204	P231024201		
A04854	T8542061RA-RT	R20014346LU01	Project_s440e26505_46Samples_20200505	P23KYA04854CC		
A11344	T3449492R-RT	R20017283LU01	Project_s440e26519_1Samples_20200523	P231134401		
A06789	T7897338R-TR	R19005298LU01	Project_s440e26027_2Samples_20190220	P230678901		
A07793	T7933111R-RT	R19021317LU01	Project_s440e26134_6Samples_20190511	P230779301		
A07715	T7156791R-RT	R19020200LU01	Project_s440e26122_3Samples_20190502	P230771501		
A05460	T4601131R-RT	R20023442-T4601131R-RT	Project_s440g01023_36Samples_20200620	P23KYA0546003		
A12048	T0487391R-RT	R20032124LU01	Project_s440e26591_7Samples_20200804_1596543251	P231204801		
A05812	T8126541RA-RT	R20014007LU01	Project_s440e26502_61Samples_20200502	P23KYA05812CC1		
A11444	T4441362R-RT	R20019974LU01	Project_s440e26533_5Samples_20200606	P231144401		
A11538	T5383631R-RT	R20023406LU01	Project_s440e26546_6Samples_20200622	P231153801		
A05470	T4704632R-TR	R19004227LU01	Project_s440e26015_4Samples_20190131	P230547001		
A05351	T3512422RA-RT	R20014020LU01	Project_s440e26502_61Samples_20200502	P23KYA05351CC		
A11025	T0254861R-RT	R20016222LU01	Project_s440e26514_4Samples_20200518	P231102501		
A06943	T9438262R-TR	R19008171LU01	Project_s440e26050_3Samples_20190305	P230694301		
A10674	T6747332R-RT	R20001764LU01	Project_s440e26427_13Samples_20200119	P231067401		
A09199	T1991292R-RT	R19038041LU01	Project_s440e26278_8Samples_20190903	P230919901		
A09805	T8055652R-RT	R19045990LU01	Project_s440e26336_20Samples_20191028	P230980501		
A05449	T4493361RA-RT	R20014002LU01	Project_s440e26502_61Samples_20200502	P23KYA05449CC		
A09198	T1981981R-RT	R19039087LU01	Project_s440e26285_7Samples_20190910	P230919801		
A05812	T8123601RA-RT	R20014003LU01	Project_s440e26502_61Samples_20200502	P23KYA05812CC		
A11966	T9666011R1-RT	R20031311LU01	Project_s440e26588_10Samples_20200802_1596370324	P231196601		
A08837	T8378812R-RT	R19034298LU01	Project_s440e26240_8Samples_20190806	P230883701		
A11239	T2393261R-RT	R20015908LU01	Project_s440e26512_4Samples_20200516	P231123901		
A05489	T4891042R-RT	R19031678LU01	Project_s440e26217_2Samples_20190715	P230548901		
A10462	T4625201R-RT	R19058566LD01	Project_s440e26408_1Samples_20200106	P231046201		
A08788	T7883308R-RT	R19034882LU01	Project_s440e26243_12Samples_20190807	P230878801		
A05460	T4607698R-TR	R19013885LU01	Project_s440e26085_3Samples_20190408	P2305460K		
A09991	T9916591R-RT	R19054941LU01	Project_s440e26385_4Samples_20191212	P230999102		
A07161	T1613111R-TR	R19010798LU01	Project_s440e26072_1Samples_20190321	P230716101		
A04880	T8805331-RT	R20015333LU01	Project_s440e26511_19Samples_20200514	P23KYA04880CC		
A02476	N4764281R-TR	R19015021LU01	Project_s440e26089_1Samples_20190409	P2302476KN		
A10490	T4907971R-RT	R20028193-WES4-RT-T4907971R-RT	Project_s440g01027_8Samples_20200714_1594663925	P23KYA10490M4		
A10219	T2197911R-RT	R19053641LU01	Project_s440e26377_12Samples_20191201	P231021901		
A04900	T9001868RA-RT	R20013569LU01	Project_s440e26499_42Samples_20200430	P23KYA04900CC		
A04569	T9357061R-RT	R20019129LU01	Project_s440e26528_9Samples_20200601	P23KYA04569CC		
A09492	T4928481R-RT	R19042783LU01	Project_s440e26314_3Samples_20191006	P230949201		
A10943	T9439792R-RT	R20009646LU01	Project_s440e26472_6Samples_20200330	P231094301		
A12119	T1195312R-RT	R20033558LU01	Project_s440e26598_5Samples_20200811_1597133526	P231211901		
A09532	T5325181R-RT	R20016281-T5325181R-RT	Project_s440g01021_10Samples_20200519	P23KYA09532		
A10176	T1768172R-RT	R19053637LU01	Project_s440e26377_12Samples_20191201	P231017602		
A11222	T2227971R-RT	R20015186LU01	Project_s440e26508_3Samples_20200511	P231122201		
A11501	T5016412R-RT	R20022080LU01	Project_s440e26540_8Samples_20200615	P231150101		
A06611	T6114322RA-RT	R20014023LU01	Project_s440e26502_61Samples_20200502	P23KYA06611CC		
A09588	T5881051RA-RT	R20014355LU01	Project_s440e26505_46Samples_20200505	P23KYA09588CC		
A04790	T7906511RA-RT	R20014345LU01	Project_s440e26505_9Samples_20200508	P23KYA04790CC		
A06884	T8847091R-TR	R19007581LU01	Project_s440e26046_3Samples_20190304	P230688401		
AZS11P	ZS_11P	ZS_11P	zhongshan_huangxiaowu	P23BIAZS11P		
A11307	T3079992R-RT	R20015912LU01	Project_s440e26512_4Samples_20200516	P231130701		
A09937	T9374032R-RT	R20006371LU01	Project_s440e26451_6Samples_20200307	P23A09937KY1		
A11421	T4218872R-RT	R20029963-A11421RT-IVGN-all	Project_s440g01029_8Samples_20200727_1595841123	P23A11421SSall		
A11122	T1226802R-RT	R20013306LU01	Project_s440e26496_6Samples_20200428	P231112201		
A12006	T0065332R-RT	R20030306LU01	Project_s440e26583_3Samples_20200727_1595848325	P231200601		
A11239	T2393261R-RT	R20015908LU01	Project_s440e26512_1Samples_20200520	P231123901		
A11168	T1684561R-RT	R20029965-A11168RT-IVGN-half	Project_s440g01029_8Samples_20200727_1595841123	P23A11168SShalf		
A09009	T0098491R-RT	R19035780LU01	Project_s440e26256_8Samples_20190817	P230900901		
A08526	T5261951R-RT	R19030275LU01	Project_s440e26209_10Samples_20190708	P230852601		
A09937	A09937cDNA	IDT-library-1	Project_s440g01014_18Samples_20191229	P23A09937L1		
A09054	T0547021R-RT	R19036122LU01	Project_s440e26260_7Samples_20190819	P230905401		
A10995	T9955532R-RT	R20010026LU02	Project_s440e26474_1Samples_20200410	P231099501		
A09876	T8769831R-RT	R19047486LU01	Project_s440e26342_11Samples_20191104	P230987601		
A05132	T1321402RA-RT	R20012907LU01	Project_s440e26495_56Samples_20200425	P23KYA05132CC		
AZS16T	ZS_16T	ZS_16T	zhongshan_huangxiaowu	P23BIAZS16T		
A10214	T2142812R-RT	R19053640LU01	Project_s440e26377_12Samples_20191201	P231021401		
A01181	T1818662RA-RT	R20012893LU01	Project_s440e26495_56Samples_20200425	P23KYA01181CC		
A11921	T9217101R-RT	R20029011LU01	Project_s440e26575_5Samples_20200720_1595240086	P231192101		
A08196	T1965731R-RT	R19028145LU01	Project_s440e26190_11Samples_20190624	P230819601		
A07285	T2857232R-TR	R19014989LU01	Project_s440e26092_38Samples_20190406	P230728501		
AZS5T	ZS_5T	ZS_5T	zhongshan_huangxiaowu	P23BIAZS5T		
A10284	T2844552R-RT	R19055486LU01	Project_s440e26389_3Samples_20191220	P231028401		
A07966	T9661552R-RT	R19023848LU01	Project_s440e26156_6Samples_20190528	P230796601		
A09292	T2926921R-RT	R19040472LU01	Project_s440e26294_11Samples_20190916	P230929201		
A08853	T8531661R-RT	R19035288LU01	Project_s440e26250_6Samples_20190812	P230885301		
A08317	T3179801RA-RT	R20014354LU01	Project_s440e26505_46Samples_20200505	P23KYA08317CC		
A06740	T7409302R-TR	R19004690LU01	Project_s440e26020_3Samples_20190211	P230674001		
A08688	T6888151R-RT	R19032516LU01	Project_s440e26226_8Samples_20190722	P230868801		
A06394	T3945751-RT	R20014362LU01	Project_s440e26505_9Samples_20200508	P23KYA06394CC		
A12045	T0453491R-RT	R20032908LU01	Project_s440e26597_14Samples_20200809_1596972738	P231204501		
A07150	A07150RT-F	R20006860-Agilent-FFPE	Project_s440g01017_12Samples_20200308	P23A07150FFPE		
A10964	T9645408R-RT	R20009651LU01	Project_s440e26472_2Samples_20200401	P231096401		
A10786	T7866792R-RT	R20003996LU01	Project_s440e26440_8Samples_20200224	P231078601		
A09732	T7325072RA-RT	R20012884LU02	Project_s440e26495_2Samples_20200428	P23KYA09732CC		
A11852	T8521452R-RT	R20027249LU01	Project_s440e26564_8Samples_20200711_1594455807	P231185201		
A09591	T5915122RA-RT	R20014356LU01	Project_s440e26505_46Samples_20200505	P23KYA09591CC		
AZS12T	ZS_12T	ZS_12T	zhongshan_huangxiaowu	P23BIAZS12T		
A10628	T6289601R-RT	R20001222LU01	Project_s440e26420_6Samples_20200115	P231062801		
A07150	T1508901R-TR	R19010451LU01	Project_s440e26068_2Samples_20190318	P230715001		
A10958	T9583982R-RT	R20009650LU01	Project_s440e26472_6Samples_20200330	P231095801		
A09331	T3318132R-RT	R19050733LU01	Project_s440e26363_6Samples_20191120	P230933102		
A04245	T2456981-RT	R20013598LU01	Project_s440e26499_42Samples_20200430	P23KYA04245half		
A11506	T5065561R-RT	R20022885LU01	Project_s440e26543_2Samples_20200620	P231150601		
A06651	T6514342R-TR	R19003109LU01	Project_s440e26013_2Samples_20190128	P230665101		
A08360	T3605491R-RT	R19028161LU01	Project_s440e26190_11Samples_20190624	P230836001		
A11414	T4145331R-RT	R20019124LU01	Project_s440e26528_9Samples_20200601	P231141401		
A03238	T2388452R-TR	R19008162LU01	Project_s440e26050_3Samples_20190305	P230323801		
A10176	T1762632R-RT	R19053636LU01	Project_s440e26377_12Samples_20191201	P231017601		
A10048	T0482942R1-RT	R19050737LU01	Project_s440e26363_6Samples_20191120	P231004801		
A06864	T8641708RA-RT	R20012921LU01	Project_s440e26495_56Samples_20200425	P23KYA06864CC		
A07669	T6691801R-RT	R19021315LU01	Project_s440e26134_6Samples_20190511	P230766901		
A00380	T3800021R-RT	R20034804LU01	Project_s440e26604_15Samples_20200816_1597570099	P23KYA00380PDL		
A10790	T7909211R-RT	R20006235LU01	Project_s440e26449_3Samples_20200306	P231079001		
A10862	T8629021R-RT	R20006715LU01	Project_s440e26453_2Samples_20200312	P231086201		
A09222	T2226011R-RT	R19038615LU01	Project_s440e26280_7Samples_20190905	P230922201		
A05843	T8431502RA-RT	R20014021LU01	Project_s440e26502_61Samples_20200502	P23KYA05843CC		
A11013	T0136711R-RT	R20012278LU01	Project_s440e26490_9Samples_20200420	P231101301		
A06987	T9879258R-TR	R19009964LU01	Project_s440e26066_1Samples_20190317	P230698701		
A09846	T8468942R-RT	R19045996LU01	Project_s440e26336_20Samples_20191028	P230984601		
A09254	T2542992R-RT	R19038071LU01	Project_s440e26278_8Samples_20190903	P230925401		
A08812	T8128261R-RT	R19034883LU01	Project_s440e26243_12Samples_20190807	P230881201		
A05003	T0031002RA-RT	R20012908LU01	Project_s440e26495_56Samples_20200425	P23KYA05003CC		
A05091	T0911901-RT	R20015345LU01	Project_s440e26511_12Samples_20200517	P23KYA05091CC		
A08370	T3701031R-RT	R20013980LU01	Project_s440e26502_61Samples_20200502	P23KYA08370CC		
A06694	T6946668R3-TR	R19004712LU01	Project_s440e26020_3Samples_20190211	P230669401		
A08327	T3276181R-RT	R19028150LU01	Project_s440e26190_11Samples_20190624	P230832701		
A08373	T3733861R-RT	R19029328LU01	Project_s440e26200_7Samples_20190630	P230837301		
A09793	T7937652R-RT	R19045985LU01	Project_s440e26336_20Samples_20191028	P230979301		
A10119	T1197301R-RT	R19051894LU01	Project_s440e26369_5Samples_20191125	P231011901		
A10828	T8286772R-RT	R20016281-T8286772R-RT	Project_s440g01021_10Samples_20200519	P23KYA10828		
A06169	T1698378R-RT	R19025551LU01	Project_s440e26166_8Samples_20190603	P230616902		
A05747	T7478392RA-RT	R20012912LU01	Project_s440e26495_56Samples_20200425	P23KYA05747CC		
A09564	T5645051R-RT	R19044232LU01	Project_s440e26326_3Samples_20191018	P230956401		
A10800	T8006051R-RT	R20006239LU01	Project_s440e26449_3Samples_20200306	P231080001		
A11444	T4446081R-RT	R20028641LU01	Project_s440e26572_6Samples_20200718_1595069468	P231144402		
A10823	T8238712R-RT	R20016281-T8238712R-RT	Project_s440g01021_10Samples_20200519	P23KYA10823		
A04569	T5694221R-RT	R20019128LU01	Project_s440e26528_9Samples_20200601	P23KYA04569CC02		
A09892	T8921491R-RT	R19047489LU01	Project_s440e26342_11Samples_20191104	P230989201		
A11936	T9368442R-RT	R20029020LU01	Project_s440e26575_5Samples_20200720_1595240086	P231193601		
AZS3P	ZS_3P	ZS_3P	zhongshan_huangxiaowu	P23BIAZS3P		
A11913	T9138791R-RT	R20028645LU01	Project_s440e26572_6Samples_20200718_1595069468	P231191301		
A06201	T2015531RA-RT	R20014004LU01	Project_s440e26502_61Samples_20200502	P23KYA06201CC		
A10760	T7603311R-RT	R20013838-T7603311R-RT	Project_s440g01019_26Samples_20200427	P23KYA10760WX		
A00612	T6129102R-RT	R19027448LU01	Project_s440e26183_8Samples_20190617	P230061201		
A11057	T0578701R-RT	R20011470LU01	Project_s440e26485_6Samples_20200413	P231105701		
A04665	T6659861-RT	R20014322LU01	Project_s440e26505_46Samples_20200505	P23KYA04665CC		
A09501	T5013542R-RT	R19042080LU01	Project_s440e26311_5Samples_20190929	P230950101		
A01378	T3784021R-RT-2	R20024994-pool8-T3784021R-RT-pre-2	Project_s440g01025_60Samples_20200701	P23KYA01378HM13		
A10490	T4907971R-RT	R20023442-T4907971R-RT	Project_s440g01023_36Samples_20200620	P23KYA1049003		
A04368	T3686981-RT	R20014317LU01	Project_s440e26505_46Samples_20200505	P23KYA04368CC		
A06898	T8981208RA-RT	R20014024LU01	Project_s440e26502_61Samples_20200502	P23KYA06898CC		
A08312	T3128862R-RT	R19028399LU01	Project_s440e26193_4Samples_20190627	P230831201		
A11013	T0136711R-RT	R20023442-T0136711R-RT	Project_s440g01023_36Samples_20200620	P23KYA1101303		
A10799	T7993081R-RT	R20004443LU01	Project_s440e26444_1Samples_20200229	P231079901		
A08195	T1951672R1-RT	R19026980LU01	Project_s440e26180_5Samples_20190615	P230819501		
A05337	T3378642RA-RT	R20015337LU01	Project_s440e26511_12Samples_20200517	P23KYA05337CC		
A04689	T6896752-RT	R20014036LU01	Project_s440e26502_61Samples_20200502	P23KYA04689CC		
A07275	T2751631R-TR	R19012578LU01	Project_s440e26082_2Samples_20190330	P230727501		
A11343	T3433501R-RT	R20017732LU01	Project_s440e26522_5Samples_20200525	P231134301		
A07993	T9934252R-RT	R19026640LU01	Project_s440e26175_7Samples_20190611	P230799301		
A08498	T4989771R-RT	R19030270LU01	Project_s440e26209_10Samples_20190708	P230849801		
A08456	T4569558R-RT	R19029338LU01	Project_s440e26200_7Samples_20190630	P230845601		
A10275	T2753902R-RT	R19054943LU01	Project_s440e26385_2Samples_20191221	P231027501		
A10332	T3328342R-RT	R19055490LU01	Project_s440e26389_1Samples_20191223	P231033201		
A08203	T2032241R-RT	R19026983LU01	Project_s440e26180_5Samples_20190615	P230820301		
A10804	T8043061R-RT	R20003998LU01	Project_s440e26440_8Samples_20200224	P231080401		
A03795	T7951292RA-RT	R20015341LU01	Project_s440e26511_12Samples_20200517	P23KYA03795CC		
A08759	T7595831R-RT	R20013987LU01	Project_s440e26502_61Samples_20200502	P23KYA08759CC		
A08874	T8746552R-RT	R19034899LU01	Project_s440e26243_12Samples_20190807	P230887401		
A09001	T0012378R-RT	R19046336LU01	Project_s440e26338_6Samples_20191031	P230900101		
A08001	T0014062R-RT	R19025556LU01	Project_s440e26166_8Samples_20190603	P230800101		
A10592	T5929751R-RT	R20023442-T5929751R-RT	Project_s440g01023_36Samples_20200620	P23KYA1059203		
A10569	T5698531R-RT	R20001225LU01	Project_s440e26420_6Samples_20200115	P231056901		
A07993	T9939262R-RT	R20016281-T9939262R-RT	Project_s440g01021_10Samples_20200519	P23KYA07993		
A11507	T5071421R-RT	R20023402LU01	Project_s440e26546_6Samples_20200622	P231150701		
A06882	T8829331R-TR	R19006405LU01	Project_s440e26038_5Samples_20190226	P230688201		
AZS2T	ZS_2T	ZS_2T	zhongshan_huangxiaowu	P23BIAZS2T		
A09812	T8126681R-RT	R19045992LU01	Project_s440e26336_20Samples_20191028	P230981201		
A10320	T3209101R1-RT	R19055487LU01	Project_s440e26389_7Samples_20191217	P231032001		
A08194	T1946208R-RT	R19026979LU01	Project_s440e26180_5Samples_20190615	P230819401		
A02876	T8762981R-RT	R20032917LU01	Project_s440e26597_14Samples_20200809_1596972738	P23KYA02876CC		
A10319	T3191381R-RT	R19055506LU01	Project_s440e26389_7Samples_20191217	P231031901		
A11479	T4793871R-RT	R20021550LU01	Project_s440e26538_7Samples_20200613	P231147901		
A08296	T2966532R-RT	R19027470LU01	Project_s440e26183_8Samples_20190617	P230829601		
A07432	T4321332R-TR	R19018776LU01	Project_s440e26111_7Samples_20190425	P230743201		
A11196	T1969962R-RT	R20014299LU01	Project_s440e26505_46Samples_20200505	P231119601		
A08414	T4146532R-RT	R19029330LU01	Project_s440e26200_7Samples_20190630	P230841401		
A10517	T5171991R-RT	R20000300LU01	Project_s440e26413_8Samples_20200108	P231051701		
A09273	T2733111R-RT	R19039501LU01	Project_s440e26289_6Samples_20190911	P230927301		
A10236	T2365461R-RT	R19053643LU01	Project_s440e26377_12Samples_20191201	P231023601		
A09059	T0598501R-RT	R19036814LU01	Project_s440e26269_7Samples_20190827	P230905901		
A09792	T7924402R-RT	R19045984LU01	Project_s440e26336_20Samples_20191028	P230979201		
A04026	T0267491RA-RT	R20014342LU01	Project_s440e26505_46Samples_20200505	P23KYA04026CC		
A10584	T5845861R-RT	R20001757LU01	Project_s440e26427_13Samples_20200119	P231058401		
A08096	T0961682RA-RT	R20012873LU01	Project_s440e26495_56Samples_20200425	P23KYA08096CC		
A09367	T3672141R-RT	R19040480LU01	Project_s440e26294_11Samples_20190916	P230936701		
A10215	T2158591R-RT	R20013993LU01	Project_s440e26502_61Samples_20200502	P23KYA10215CC		
A08308	T3083032R-RT	R19028147LU01	Project_s440e26190_11Samples_20190624	P230830801		
A06198	T1989862RA-RT	R20012917LU01	Project_s440e26495_56Samples_20200425	P23KYA06198CC		
A08259	T2599751R-RT	R19027460LU01	Project_s440e26183_8Samples_20190617	P230825901		
A10167	T1676401R-RT	R20013997LU01	Project_s440e26502_61Samples_20200502	P23KYA10167CC		
A08838	T8389922R-RT	R19034299LU01	Project_s440e26240_8Samples_20190806	P230883801		
A10007	T0072231R-RT	R19050369LU01	Project_s440e26360_8Samples_20191117	P231000701		
A10590	T5901181R-RT	R20000809LU01	Project_s440e26418_3Samples_20200112	P231059001		
A10168	T1687051R-RT	R19053633LU01	Project_s440e26377_12Samples_20191201	P231016802		
A04245	T2456981RA-RT	R20013578LU01	Project_s440e26499_42Samples_20200430	P23KYA04245CC		
A07570	T5707172RA-RT	R20012925LU01	Project_s440e26495_56Samples_20200425	P23KYA07570CC		
A11552	T5529101R-RT	R20023415LU01	Project_s440e26546_6Samples_20200622	P231155201		
A08691	T6913551R-RT	R19032520LU01	Project_s440e26226_8Samples_20190722	P230869101		
A11469	T4692041R-RT	R20020826LU01	Project_s440e26535_2Samples_20200608	P231146901		
A09331	T3318132R-RT	R19056912LU01	Project_s440e26398_2Samples_20191224	P23KYA09331		
A01379	T3794502RA-RT	R20012894LU01	Project_s440e26495_56Samples_20200425	P23KYA01379CC		
A07477	T4774292RA-RT	R20014029LU01	Project_s440e26502_61Samples_20200502	P23KYA07477CC		
A10464	T4649501R-RT	R20013995LU01	Project_s440e26502_61Samples_20200502	P23KYA10464CC		
A08175	T1757331R-RT	R19026650LU01	Project_s440e26175_7Samples_20190611	P230817501		
A12073	T0739508R-RT	R20032143LU01	Project_s440e26591_7Samples_20200804_1596543251	P231207301		
A07622	T6221308R-TR	R19018793LU01	Project_s440e26111_7Samples_20190425	P230762201		
A08493	T4932992R-RT	R19030269LU01	Project_s440e26209_10Samples_20190708	P230849301		
A08303	T3038851R-RT	R19028146LU01	Project_s440e26190_11Samples_20190624	P230830301		
A09662	T6622581R-RT	R20013992LU01	Project_s440e26502_61Samples_20200502	P23KYA09662CC		
A09569	T5698922R-RT	R19043069LU01	Project_s440e26317_4Samples_20191004	P230956901		
A10424	T4245641R-RT	R19057788LU01	Project_s440e26404_3Samples_20191228	P231042401		
A09877	T8774262R-RT	R20006373LU01	Project_s440e26451_6Samples_20200307	P23A09877KY1		
A07004	T0048751R-RT	R20013595LU01	Project_s440e26499_42Samples_20200430	P23KYA07004CC		
A05261	T2619908RA-RT	R20013568LU01	Project_s440e26499_42Samples_20200430	P23KYA05261CC		
