P056	P066	P069	P061	P072	P060	P077	P075	P058	P073	P065	P071	P078	P052	P053	P049	P054	P064	P070	P076	P059	P048	P003	P031	P008	P015	P017	P005	P057	P012	P006	P014	P004	P011	P010	P032	P051	P062	P067	P020	P023	P036	P002	P026	P055	P050	P030	P074	P009	P025	P007	P021	P022	P019	P029	P028	P027	P013	P045	P037	P042	P038	P034	P040	P039	P033	P044	P041	P043	P046	P016	P024	P035	P018
HALLMARK_HEME_METABOLISM	0.175773503387181	0.0583906202907419	0.230245372474326	0.0120140462772506	0.147733526422946	0.195131557246215	0.0521072371822827	0.0989487382925657	-0.0894153631726513	0.0584166531111335	0.0421132958907764	0.162207675260172	-0.00194391756652761	0.122021861087466	0.113218437110997	-0.0564677226327952	0.10226560446903	0.119391353074534	0.0582829157717455	0.0204440032204889	0.0992393992713192	0.0135118385806084	0.219705377895704	0.0934056825361243	0.180474649827993	0.013156305928994	0.0675632528381046	0.0554285107223253	0.148230485381129	0.107671521419368	0.1796070064774	0.0272829339753624	0.0128321185822106	0.139698408330839	0.175956031783301	0.0703268262759128	0.0173003415949198	0.0106368593550189	0.0664032313222509	-0.0507106093016862	0.198076889388474	-0.0555978549372713	-0.00542568306066112	0.209763600640008	-0.0301317090994878	0.123330306062308	0.137742366937913	0.0104406580165393	0.103021754493832	0.0658285507647537	0.0509461727878887	0.1817620067444	0.129607135015377	-0.0777584670729851	0.179476601200813	0.0935101071821502	0.0577587721697367	-0.0445930957410275	0.00760094433553178	0.0519020990235322	0.0250640804549046	0.122446289785911	-0.117954336986356	0.0537171117182181	-0.131020209160614	0.0370325969160522	0.0594165484537741	0.147571374834382	-0.0617317460185115	0.0729816936632654	0.0545152075327431	0.0935924373301961	0.0324276058739633	-0.0211045727629708
HALLMARK_COAGULATION	0.0447841808754824	-0.0630966250125815	-0.034499475594553	0.0532840864206441	-0.010175342133635	0.20118845026052	-0.0644775045304033	0.35144532463703	0.149181180461936	-0.186969734105591	0.234275020937779	0.0405887595087104	0.0768335555161606	0.136123628589567	-0.139824094233403	-0.236973026999034	0.190300030055198	0.24047300247921	0.286314233253572	-0.176943526831136	-0.16062208399545	0.0878083250587574	0.215499294608789	0.277759332874118	0.179500634974568	-0.0077978767117186	0.0573446389255099	0.12405417825235	0.0814711744689305	0.135058118519806	0.186195522743928	-0.058421824601885	-0.210511151731648	0.31217199624101	0.0234265299417975	0.112030616449688	-0.121343540309262	-0.156272884505758	-0.0755817469521881	-0.109527427106236	-0.0584257032986988	0.231724827441992	0.121774574014509	0.0452201376075566	-0.0959858866956338	0.147034482350802	0.261144335923162	-0.0337519926082506	0.156446198795786	-0.114190741371892	0.229037258698113	0.0893988238539403	0.122570388068654	-0.043177284219736	0.244204668306428	0.0877997115181931	0.209796395936296	0.0646634882353745	-0.23585713256747	0.0620703047528393	-0.21161079288172	0.0448979462041151	-0.180051291976638	0.185772687565903	-0.0498794794996899	0.184396372816092	0.152048684984328	0.2911366479796	-0.194277725832059	-0.144300164525337	0.243591706353167	0.0981714604588505	0.00729061396284438	-0.129966188110236
HALLMARK_IL2_STAT5_SIGNALING	0.0979255677831359	-0.129001193150692	0.0188215499619784	0.0270043407845646	-0.041167787617703	0.0898983428425873	-0.134705369656662	0.336703431154296	0.0784354502753272	-0.189451580848929	0.225668474608185	0.0160331331926385	0.109586731238694	0.0347258158181266	-0.176616492372461	-0.154486908888759	0.193867868805065	0.166173641513222	0.192198770133252	-0.203057947080321	0.00084544795639698	0.131144381535284	0.253840513023102	0.288698504849972	0.143193357760193	-0.0187140494839139	0.0902890410502766	0.135566977801953	0.079458310439009	0.0121925504930898	0.175815165771525	-0.0362285557642604	-0.228032866191275	0.296826540086424	0.0311177915277811	0.0215601915849225	-0.128619607376072	-0.179785542041584	-0.149555538586527	-0.189212892932723	-0.0782874779304426	0.218422018696093	0.232771716896258	-0.0109285940462122	-0.103745087661107	0.105921122228023	0.288286863116036	-0.0241924131634104	0.128571561409094	-0.0924989011705069	0.17252168722401	0.152102290814199	0.170130662323758	-0.019788804890991	0.31231454691848	0.0740838923027464	0.215090729931142	0.094595281682843	-0.18264792637811	0.0649480017563293	-0.1613237827932	0.0480836284763884	-0.10225552996829	0.193804281998513	0.0290554626007592	0.163379473387001	0.165357578571215	0.261193958224401	-0.155112385340172	-0.128670752096706	0.241574990545307	0.106484750488576	-0.0181529188903212	-0.117995497914235
HALLMARK_BILE_ACID_METABOLISM	0.150804668775936	0.0623821107046124	0.0880528921449838	0.026950202098842	-0.00772033651557323	0.186378293273987	-0.0648216622815058	0.0717895092649947	0.11784910356819	-0.00847342406648425	0.0541030848887135	0.139758696071929	-0.094570349263573	0.077023829400473	0.14095169635506	-0.240002573063658	0.104190627849173	0.155417012845229	0.198896838876987	0.120660407834611	-0.0191541188573632	0.040998908920288	0.210965307916906	-0.00488242781170315	0.288012518805348	0.0824291608717304	0.0621999142787203	0.0599979719108148	0.144105394610217	0.233598827082235	0.133001881074437	-0.0230673517185604	-0.01209843532072	0.113012521431599	0.19315793736247	0.105524896024064	-0.0158736740745298	-0.130751514281045	-0.0385012883890062	0.0469356686813423	0.0943368459578411	0.093435737984779	-0.0264216306977551	0.0856424116053464	-0.13131953859717	0.0176095566323189	0.0674637043124785	-0.0660432737208172	0.171734378230316	0.00541670836032802	0.209321551671003	0.0359726260496721	0.0406387352894412	-0.0348567052556866	0.0559313966239865	-0.0288362483686275	0.108584257838839	-0.0829151084965637	0.0980461390254047	0.103914691119553	0.11307767166738	-0.000161871243086226	-0.0401895922830971	0.17664970018925	-0.096511170441731	-0.0313200587985406	0.169903586393137	0.176275295568203	-0.0968908142899983	0.118160310649899	0.096505166514207	0.154018807366882	-0.134169872866278	-0.204026603456067
HALLMARK_PEROXISOME	0.088477360354089	0.0690193318997507	-0.000364042195983649	0.0569581107400782	0.0249203513024198	-0.00773477604047881	-0.0386771426981344	0.175413945286656	-0.0155340079696937	0.249267566789334	0.00326683305397087	-0.0292949543709175	-0.0382459575254463	0.12667412132274	0.0741300523973962	-0.0798275818165175	0.0639604634950838	-0.0600299982042333	0.0881612726705175	0.125405996313265	0.137822867507797	0.0801388998449928	0.0604456028492913	0.11016442061544	0.0253453537679736	-0.0436325139716677	0.0947593924366914	0.127922130180252	-0.0068276021462877	0.155832234247308	0.0718776392354961	0.0280883753288569	0.147893633160601	0.158752080403388	0.0506486784534672	0.0492609085592171	-0.0240833560956623	-0.00476555913037275	-0.0311112354736559	0.0309497997065435	-0.0737797667319771	0.0913727368813841	0.159236012521451	0.0417185891585934	-0.0268895991015568	0.0754202387571119	-0.033790896503675	-0.0643188769189607	0.0611290772620695	0.0797103280520527	0.25962483679262	-0.0484455300306178	-0.0448237958049454	0.0410721227798987	0.0551130681752303	-0.157034355662223	0.0802719939005806	0.0944632726593823	0.0806870756761763	0.0667444358373661	0.11122510109525	-0.0129209047659589	-0.000672783376384984	0.00698475184967133	0.0038992302362217	0.0706353815907969	0.0691535414043601	0.0122467066823013	0.0296520108712449	-0.0144082875178921	0.0520658828724851	-0.0497500923016338	0.0436829397539443	-0.0216778207440871
HALLMARK_ALLOGRAFT_REJECTION	-0.000886661543556424	-0.113421853559024	-0.019289002880003	0.173306511540021	-0.049272870883765	0.140611206571371	-0.112976873119194	0.308085990680817	0.114873294457275	-0.250198796266097	0.288632358648837	-0.0054053715540543	0.216106469739492	0.166351703341591	-0.135695838807269	-0.331475432719074	0.214922934589032	0.156145578110574	0.253064481863581	-0.241045208435803	-0.112337391709328	0.205997359048189	0.254040738535455	0.302498988330054	0.19025145995705	0.00848089426898138	0.171964298854248	0.198804063167391	0.0738878517208609	0.0622448448240756	0.213532670849386	0.0358929728315195	-0.246981380830651	0.261022717890476	0.00675087569552778	0.0108443974185828	-0.0574862147293006	-0.220012060448678	-0.113776019669684	-0.214029996801699	-0.129106964995564	0.242409768423631	0.0935990798331177	0.0360106028436427	-0.137264441705515	0.247351244385157	0.301236872900036	-0.0332013143543112	0.198892122576944	-0.0776660792160802	0.235404844403541	0.0549891652208556	0.10831980825931	0.0243463752921344	0.343269157646963	0.076764547954409	0.162775664105805	0.0573178666355753	-0.242226181096375	0.0215489806485722	-0.128711776812305	-0.0399565396454471	-0.204611318433311	0.123097117302356	-0.0213133197228407	0.1396861260491	0.162253798635111	0.305857533274391	-0.236946842583966	-0.0471403693910342	0.245334671502862	0.118334346553538	0.0230561466812684	-0.232508563719536
HALLMARK_SPERMATOGENESIS	-0.0883399586218431	0.138001261433172	0.0614704818070254	0.165133591525564	0.0924346411742395	0.0433200601016212	0.0893409190496384	-0.00546286527786788	0.0559037377527719	0.213606283218494	-0.152144514031939	0.150587921365094	0.0849440965647688	0.104561719536518	0.103144140370085	0.102222208637726	-0.0337686738389607	0.00206035924032954	-0.049596894086029	0.17112779876499	0.0995844709990812	0.129360230676028	-0.00655809486614685	-0.0739443022564756	-0.0564804865497328	0.137993618956487	-0.00226486748178689	0.0578275202147138	0.0521022627348647	0.080674469683078	-0.0531887242637092	0.1314601388204	0.21740892664245	-0.145443239492952	0.0498451169275571	-0.0083916314024311	0.0631292907893844	0.0967065700278737	0.0142283952602173	0.124860135063098	0.081757240501975	-0.115912960364793	-0.0383724150366034	0.152474114735404	0.114962100113269	-0.0319687622133044	-0.0673007646603825	-0.0155903699356783	0.0754294977471396	0.116346529619997	-0.0448863388630573	0.00555574490330702	-0.0677894561860913	0.148826703562377	-0.031243584459385	-0.00586501293851109	0.0874596600558314	0.0482518813199352	0.161933104924543	0.0645069473870475	0.0626542186384648	0.0465611042484829	0.0676793907123878	-0.102892424959415	0.218268343603431	0.0367801302049437	0.064068987172183	-0.129720798509398	0.232764995468472	0.0640126948068298	-0.055174698729498	0.0466561118063022	0.115094200002853	0.143279749844815
HALLMARK_KRAS_SIGNALING_UP	-0.0359991773453554	-0.0731174659943451	0.00112449257243493	0.062577277304988	0.0361284266280866	0.0389464829732777	-0.0777389647069145	0.257530082860293	0.136538573835215	-0.0910742595709827	0.182750531968247	0.0654691136082913	0.121229998463089	0.120893525725863	-0.102090846522442	-0.115579430798172	0.137981211447484	0.162936721151975	0.214515061952038	-0.101115037669056	-0.0530014234286813	0.11443522008082	0.149158461948927	0.22227429368039	0.0954571319282192	0.002736590053864	0.08086319077749	0.137500977162056	0.0969198597829618	0.0523828510221608	0.10092571110589	0.039184350804366	-0.142369613058272	0.233960465680699	-0.0297037230866263	0.0296102440395697	-0.12391493548437	-0.114426231305439	-0.169510474297634	-0.0471354569530061	-0.0257581738719166	0.184712693969517	0.144500290272809	0.0967061085799084	-0.0927367032993771	0.0584125060468237	0.199857651941915	-0.0387235827487423	0.159885888209019	-0.00369064385083595	0.0970336989662258	0.0677381151983297	0.144128272615916	0.0673739873917334	0.211409134314988	0.0557653485141346	0.161065119420178	0.0371072863351317	-0.0712355339882362	0.0741060298466776	-0.0661514982307737	0.0409463019871412	-0.0915440524564008	0.127105611460582	0.0325358221384962	0.0944994604619541	0.142094684172601	0.216132227558775	-0.0516870164141889	-0.0888597622267385	0.226305370843001	0.117025274706464	0.0373370235646838	-0.0127933193704879
HALLMARK_KRAS_SIGNALING_DN	0.0945733390043187	0.0765830309952702	0.0754692312180204	0.0243156379295762	0.0405485356039286	0.0893146234126384	0.168564483184762	-0.0350836932863111	0.0164071270488576	0.0765103108126253	0.0394508044770348	0.0532628420436581	-0.00229140115195258	-0.0203158652139985	0.143517700409313	0.0798746971830012	-0.0135099291606524	0.0232853699285639	-0.0215755912495612	0.116995224260837	0.104166052488024	0.0618826370917956	0.040083252487436	-0.0713323596136328	0.100186414310659	0.0153856200092577	0.0123258808823222	-0.0523543293532606	0.0442640006245179	0.159226208229692	0.0535256516058265	0.00359198846646136	0.0256909864013553	-0.0245545103986156	0.134748750496798	0.110151340465057	0.139661653779366	0.13346243431357	0.111319418056865	0.0447570037914011	0.0844907962544016	0.0105427391003015	-0.00572505277510987	0.0488026419141959	0.113717175997401	0.0317325123400798	-0.0346457345205015	0.118029443293223	0.0068014102967548	0.133419195296894	0.0102954519087299	0.0746047203089439	0.0800695186675629	0.0696271066415156	0.0185034308184287	0.0985544184646383	0.00392208317938007	0.020578168986306	0.120634732726999	-0.0221685534642718	0.16601801468734	-0.0141198950606388	0.103940489859606	0.0994276577933231	0.0252466813887824	0.0240466058037591	0.0428867596484507	-0.0181224987881468	0.0468103582154421	0.0877654606301892	-0.0046942080406631	0.0544371854873914	-0.021448633998583	0.000819123366203813
HALLMARK_PANCREAS_BETA_CELLS	-0.00178169318022654	0.0209831656047354	0.148836995669041	0.108873938510843	0.135992215326883	0.0151988814363356	0.154707711545604	0.0760393815624255	-0.00872333489336023	0.24706627682993	0.0542671345987779	-0.115853388436429	0.231574699635761	0.136279621517427	0.00255325660405999	0.100056399167752	-0.0780341514103052	-0.0662881961296432	-0.0473665915748071	0.0601228480941547	-0.0609677626399102	0.0412749419293671	-0.00927067282068637	-0.0457836130325491	-0.0572287790591941	-0.0907491306578121	0.0988476897253976	0.147710605709076	0.00530832612191785	0.0922445090079088	-0.01864789335791	-0.010214695447289	0.218682373260013	0.016790091464737	0.00464881894042553	-0.0123801834947809	0.0503274564256461	0.148550490105876	-0.00971364086262291	0.120043815220929	0.031228509160578	-0.0539492274650249	-0.0460126722357648	-0.0133444717495257	0.0757602067264528	0.123259565130781	0.0255077479554158	0.0753838519118059	0.023340125237823	0.0661893692755877	-0.0492879603210499	0.0143993130983676	-0.01963411137309	0.192357395335512	0.114997982640629	-0.0405914011917911	0.0551727052253953	0.203645705159863	0.0354779428740574	0.0697403884489653	0.102406988938579	0.140190211428905	-0.00802391909978702	-0.0520369057087242	0.0962080876669435	0.0323067549937612	0.130452393001743	0.072427928822361	0.105239217061029	-0.00121063354109647	0.0566831930553773	-0.0886899667585264	0.0650945052091245	0.119408012969731
